10000 99956
7543 7764 23
7543 1817 15
7543 1531 21
7543 8526 12
7543 2681 27
7544 2765 23
7544 1312 17
7544 2032 15
7544 1557 11
7544 8834 20
7544 9640 16
7544 6128 21
7544 3171 26
7544 3210 21
7544 4302 13
7544 8266 19
7544 9844 25
7545 2024 13
7545 4262 19
7545 9669 11
7545 5653 28
7545 148 21
7545 1510 14
7545 2049 12
7545 7855 14
7545 5384 23
7545 7861 21
7545 3675 20
7545 8322 19
7545 4050 21
7545 9219 20
7545 997 22
7546 5804 16
7546 9222 11
7546 3901 21
7546 5642 29
7546 5826 28
7546 1267 26
7546 9841 18
7546 5818 15
7546 2986 20
7546 7324 29
7546 2856 24
7547 7434 18
7547 9211 17
7547 6411 19
7547 3585 15
7547 5029 29
7547 4246 20
7547 2311 22
7547 4715 29
7547 1236 14
7548 6073 19
7548 7760 16
7548 5555 24
7548 9957 12
7548 7522 21
7548 2753 28
7548 8185 21
7548 8955 28
7549 5354 20
7549 7165 25
7549 5606 17
7549 6315 20
7549 3091 22
7549 9876 20
7549 3520 24
7549 6399 16
7549 1206 13
7550 7207 18
7550 7688 12
7550 647 13
7550 5977 18
7550 7903 21
7550 725 11
7550 8160 16
7550 5325 25
7551 9882 18
7551 912 29
7551 1751 14
7551 1551 23
7551 4203 12
7551 6850 14
7551 9358 15
7551 6272 22
7551 1021 27
7551 731 23
7551 8956 24
7552 9644 18
7552 967 13
7552 8076 12
7552 994 26
7552 2792 21
7552 9592 18
7552 9155 22
7552 1112 15
7553 8272 17
7553 4850 21
7553 6476 15
7553 5618 17
7553 3489 29
7553 5360 28
7553 3105 17
7553 2302 11
7553 9260 15
7553 5900 27
7553 543 11
7553 7823 29
7553 9360 29
7553 5473 20
7553 6494 18
7554 8311 19
7554 8413 25
7554 5068 22
7554 3144 19
7554 1810 13
7554 2879 17
7554 2689 25
7554 6604 23
7555 2340 12
7555 9636 22
7555 2570 13
7555 4227 18
7555 308 22
7555 4555 28
7555 3840 13
7555 3148 20
7555 7449 20
7555 4232 26
7555 8386 24
7555 8778 15
7556 8384 11
7556 7845 15
7556 1563 17
7556 1739 26
7557 4573 24
7557 3415 13
7557 2467 21
7557 7553 13
7557 6362 29
7557 2533 21
7557 2454 20
7557 8488 16
7557 7213 22
7557 9404 11
7557 6530 19
7557 8194 14
7557 4085 23
7557 3541 13
7557 3929 18
7557 1541 22
7558 838 12
7558 9097 27
7558 3472 28
7558 6166 21
7558 9348 20
7558 1149 21
7558 9121 11
7558 4577 29
7558 827 15
7558 6697 13
7558 1199 12
7559 2255 20
7559 8033 25
7559 9683 11
7559 5482 19
7559 5813 15
7559 780 22
7559 6770 19
7559 2559 13
7559 9757 24
7559 1454 26
7559 6849 27
7559 3864 21
7559 3617 21
7560 3751 26
7560 7382 27
7560 3439 11
7560 3883 12
7560 5078 15
7560 1115 22
7560 287 15
7560 7261 20
7561 5126 13
7561 4596 13
7561 1382 27
7561 4134 28
7561 6587 24
7561 8250 28
7561 62 24
7561 8021 25
7561 8923 24
7561 1499 29
7562 3445 12
7562 3300 20
7562 9177 27
7562 8963 18
7562 2540 26
7562 3330 20
7562 7045 18
7562 8073 25
7562 2489 29
7562 1995 19
7562 5693 16
7563 7025 14
7563 9021 13
7563 8267 26
7563 1322 27
7563 7943 12
7563 38 13
7563 746 17
7563 4760 20
7563 7419 19
7563 853 29
7563 4376 28
7564 6030 23
7564 6153 24
7564 2007 15
7564 3051 22
7564 5582 20
7565 6831 16
7565 6406 15
7565 4416 20
7565 9733 18
7565 8524 29
7565 7131 24
7566 2389 14
7566 2192 16
7566 9582 20
7566 1262 22
7566 1995 17
7566 6384 27
7566 8252 16
7566 2947 13
7566 2109 24
7566 7743 28
7567 7394 12
7567 7665 16
7567 2190 13
7567 2441 19
7567 1699 28
7567 9035 24
7567 5844 23
7567 8205 27
7568 2560 21
7568 7448 16
7568 3316 13
7568 2540 12
7568 697 22
7568 3808 29
7568 5165 12
7568 9977 17
7569 1151 16
7569 25 27
7569 1703 14
7569 4571 22
7569 8553 24
7569 1392 12
7569 9126 26
7569 4471 25
7569 7996 27
7569 7606 19
7569 9567 17
7569 6964 22
7570 8578 28
7570 7231 29
7570 9357 24
7570 7933 18
7570 519 17
7570 1160 21
7570 1192 15
7570 2377 27
7571 7658 16
7571 5186 15
7571 9021 13
7571 7401 29
7571 6677 27
7571 7102 15
7571 8054 19
7571 3271 18
7571 4220 29
7571 8288 28
7571 1361 16
7571 2957 28
7572 6376 16
7572 7933 21
7572 1118 24
7572 3614 23
7572 5000 13
7572 9564 16
7572 1601 13
7572 2702 27
7573 1875 14
7573 9830 24
7573 4116 12
7573 9264 22
7573 3795 14
7573 8285 28
7573 3719 16
7573 2523 13
7573 986 12
7573 9349 23
7573 3374 12
7573 1185 23
7573 1168 19
7574 7860 14
7574 6476 12
7574 632 27
7574 1 28
7574 4121 26
7574 9240 14
7574 14 26
7574 6543 19
7574 2678 17
7574 8034 13
7575 6101 12
7575 1342 18
7575 3983 13
7575 2008 13
7575 4351 12
7575 2084 29
7575 3516 27
7575 3332 23
7575 6057 14
7575 9523 25
7576 7437 21
7576 1587 28
7576 4455 24
7576 1216 15
7576 3359 20
7576 598 24
7576 474 14
7576 6039 20
7576 4369 12
7576 8041 19
7576 6149 26
7576 9462 19
7577 2978 19
7577 2007 16
7577 300 17
7577 3574 11
7577 9846 27
7577 5885 11
7577 3227 26
7577 1701 15
7577 8462 24
7577 5520 28
7577 1500 19
7578 8926 11
7578 1682 11
7578 6225 12
7578 1822 22
7578 2319 29
7578 6450 12
7578 8223 22
7578 8149 25
7578 8552 11
7578 3779 14
7578 8952 25
7579 9621 16
7579 6033 29
7579 6146 26
7579 6359 24
7579 6112 17
7579 6038 13
7579 2161 18
7579 6254 15
7579 6934 23
7579 9469 24
7579 478 23
7579 9608 17
7579 2190 23
7579 9773 24
7579 9252 19
7579 5212 13
7580 6098 14
7580 5994 28
7580 2177 12
7580 2202 25
7580 5001 11
7580 1319 18
7580 7198 28
7580 4403 24
7580 4100 16
7580 1267 18
7580 1758 23
7580 3680 15
7580 1074 26
7580 1273 15
7580 2572 27
7580 1698 21
7581 2392 22
7581 9603 28
7581 8015 16
7581 3531 22
7581 3727 27
7581 1243 29
7581 1071 29
7582 5581 29
7582 8742 27
7582 1117 24
7582 8030 23
7582 7196 11
7582 5523 19
7582 8018 18
7582 1025 17
7582 139 24
7582 6941 14
7583 9876 16
7583 7400 16
7583 5616 26
7583 320 23
7583 1404 27
7583 8877 21
7584 3333 24
7584 5342 22
7584 1757 23
7584 4170 29
7584 2213 22
7584 122 26
7584 8900 20
7584 6504 13
7584 2498 25
7584 2706 19
7584 156 24
7584 9519 14
7584 8927 28
7585 7027 16
7585 7873 14
7585 6929 29
7585 9702 24
7585 7798 17
7585 417 18
7585 6658 28
7586 9432 16
7586 2628 15
7586 9319 13
7586 9160 12
7586 6454 13
7586 5060 15
7586 3121 29
7586 3309 29
7587 8012 22
7587 9932 11
7587 1211 13
7587 8038 14
7587 8490 14
7587 3056 14
7587 9429 22
7587 8887 24
7587 4471 25
7587 5748 22
7588 9770 15
7588 3322 24
7588 2776 24
7588 8950 23
7588 1434 28
7588 6747 16
7588 4879 17
7589 8447 15
7589 5009 13
7589 3398 24
7589 1103 23
7589 1359 19
7589 4340 26
7589 3543 12
7589 4937 27
7589 8142 11
7589 8464 24
7589 305 27
7589 9636 16
7589 9897 11
7590 3483 20
7590 5466 15
7590 2399 11
7590 5340 24
7590 5527 21
7590 1646 21
7590 3587 21
7590 8276 20
7590 3496 17
7590 912 15
7590 8967 25
7590 4666 22
7590 2574 22
7590 9509 21
7590 2823 12
7590 2147 21
7591 8703 18
7591 8942 26
7591 7550 28
7591 3493 14
7591 7459 24
7591 790 13
7591 36 24
7591 3383 21
7591 9823 22
7591 5141 14
7591 4750 16
7591 6639 21
7591 6109 23
7591 9319 25
7592 7033 18
7592 6898 19
7592 7444 21
7592 6787 28
7592 6117 11
7592 4962 13
7592 2836 20
7592 5854 21
7592 4840 29
7592 3283 23
7592 2010 24
7592 9162 13
7593 9033 15
7593 48 19
7593 2983 21
7593 1204 15
7593 2951 16
7593 2177 25
7593 4049 28
7593 1278 22
7593 1102 29
7594 1555 27
7594 703 16
7594 5084 24
7594 7350 18
7594 1016 26
7594 7889 21
7594 7250 16
7594 9884 13
7594 6473 12
7595 701 22
7595 8126 26
7595 9440 20
7595 5675 18
7595 1290 21
7595 3421 27
7595 9388 26
7595 7768 15
7595 6882 19
7595 9001 28
7595 7884 14
7595 8559 23
7596 1687 20
7596 1639 27
7596 1664 21
7596 7184 29
7596 9425 22
7596 9389 28
7596 2006 16
7596 9814 17
7597 9057 24
7597 5473 28
7597 1760 17
7597 1712 24
7597 5486 24
7597 730 11
7598 9365 12
7598 5792 26
7598 5735 28
7598 2872 28
7598 5776 25
7598 7378 25
7598 5565 28
7598 2469 23
7598 1361 17
7598 6800 18
7598 6870 28
7598 9855 29
7598 7261 18
7598 5358 14
7598 9008 13
7599 3338 24
7599 8783 19
7599 3805 13
7599 5430 12
7599 3849 18
7599 6526 27
7599 9306 25
7599 7340 25
7599 3745 21
7600 4619 12
7600 6628 14
7600 2017 27
7600 7522 12
7600 5998 18
7600 7350 27
7600 2253 29
7600 919 22
7601 6685 26
7601 6892 22
7601 8768 16
7601 6088 12
7601 9363 16
7601 1539 24
7601 5905 14
7601 3327 13
7602 8464 19
7602 6095 11
7602 709 26
7602 9407 16
7602 749 11
7602 8086 21
7602 5864 22
7602 1439 16
7602 8600 22
7602 5271 22
7602 9213 17
7603 3979 16
7603 3835 26
7603 5937 17
7603 514 12
7603 4622 20
7603 6117 29
7603 9869 14
7604 1346 25
7604 2965 29
7604 8297 23
7604 63 25
7604 4582 21
7604 4829 22
7604 7204 26
7604 7799 16
7604 7101 17
7604 3633 27
7605 2392 22
7605 5871 16
7605 795 29
7605 1177 29
7605 6622 27
7605 6073 18
7605 1948 13
7605 5088 20
7605 2633 24
7606 4170 22
7606 7464 19
7606 6732 25
7606 2385 15
7606 8 25
7606 817 19
7606 3286 28
7606 645 16
7607 2863 25
7607 9664 16
7607 5867 12
7607 4170 15
7607 5131 17
7607 675 14
7607 6381 25
7607 4178 20
7607 7207 21
7607 9723 13
7608 9123 18
7608 7718 25
7608 7287 29
7608 7828 26
7608 7329 23
7608 1381 15
7608 7189 12
7608 3725 18
7608 8858 24
7608 9996 18
7608 7772 29
7608 6982 16
7608 4475 21
7609 8611 14
7609 4167 23
7609 3672 26
7609 7669 19
7609 4551 24
7609 1334 22
7609 4896 28
7609 2620 19
7609 1714 26
7609 7248 12
7609 7702 16
7609 1146 12
7609 7585 23
7609 7837 23
7610 1598 29
7610 4949 27
7610 7470 14
7610 9846 14
7610 4962 15
7610 4450 24
7610 3772 27
7610 7291 20
7610 9222 27
7610 4307 14
7611 6142 27
7611 7258 20
7611 8237 20
7611 4921 22
7611 7014 21
7611 8195 11
7611 4427 27
7611 1421 28
7611 7565 16
7611 7348 26
7612 8214 29
7612 670 25
7612 549 29
7612 7804 11
7612 2140 15
7612 5237 16
7612 4621 27
7612 73 29
7612 3544 18
7612 1265 12
7612 5730 21
7612 8269 18
7612 5150 17
7612 5361 16
7612 5846 23
7613 5972 20
7613 9984 17
7613 4517 27
7613 2239 16
7613 823 14
7613 9009 16
7613 8708 14
7613 8001 25
7613 6209 28
7613 2897 24
7613 9498 19
7614 8428 17
7614 38 15
7614 1845 20
7614 9644 22
7614 6849 26
7614 5446 20
7614 5300 15
7614 848 11
7614 5004 29
7614 1294 26
7614 1563 20
7614 3676 19
7615 5599 22
7615 8769 20
7615 4307 13
7615 3810 22
7615 5512 17
7615 3723 22
7615 7564 24
7616 5601 12
7616 9183 13
7616 6812 15
7616 6191 26
7616 7412 21
7617 4940 28
7617 4151 27
7617 6882 21
7617 538 28
7617 1169 27
7617 8865 25
7617 8103 16
7617 9986 27
7617 5245 12
7617 1057 12
7617 4025 27
7617 1858 13
7617 2833 16
7617 6779 26
7618 7617 11
7618 4773 29
7618 9928 18
7618 9534 12
7618 4842 29
7618 6869 21
7618 4926 17
7618 3455 24
7619 6198 29
7619 7661 25
7619 6569 13
7619 2679 14
7619 4457 12
7619 7677 22
7619 5879 20
7619 6751 28
7619 2129 14
7619 2038 27
7619 154 26
7619 3477 13
7619 349 19
7619 8366 20
7619 7103 16
7619 8218 18
7619 7227 16
7619 1521 15
7619 8937 23
7620 861 27
7620 3610 23
7620 4737 11
7620 9499 25
7620 7101 14
7620 2521 29
7620 3133 16
7620 822 27
7620 4155 15
7620 1489 20
7620 9728 16
7620 6554 26
7620 9853 20
7620 7220 29
7620 4305 16
7621 532 15
7621 3016 21
7621 5903 23
7621 359 17
7621 6970 22
7621 6016 25
7621 9787 19
7621 2937 21
7621 5392 29
7621 3904 11
7621 4680 14
7621 7340 16
7621 5231 26
7621 8872 25
7621 8916 26
7621 2578 12
7621 6885 22
7622 5448 27
7622 4672 14
7622 6039 19
7622 7838 15
7622 5943 27
7622 6532 24
7622 6396 16
7622 3400 19
7622 9571 27
7622 9785 20
7622 2758 15
7622 9425 21
7622 2951 13
7622 8859 22
7622 1634 20
7623 7614 12
7623 8096 29
7623 154 16
7623 8637 19
7623 5171 18
7623 3810 24
7623 1180 12
7623 4298 20
7623 6517 17
7623 115 19
7623 6061 23
7623 9701 22
7623 9840 26
7624 798 22
7624 28 13
7624 6256 18
7624 8219 18
7624 6261 11
7624 8643 28
7624 6914 15
7625 8082 29
7625 8861 24
7625 886 24
7625 900 12
7625 5103 11
7625 1445 29
7626 6951 19
7626 5457 19
7626 5831 28
7626 3085 26
7626 7913 12
7626 5188 18
7627 5329 28
7627 9438 21
7627 2426 13
7627 6877 11
7627 9703 13
7627 2815 15
7627 5477 19
7627 2413 25
7627 3787 17
7627 9429 15
7627 6901 11
7628 9374 15
7628 7490 11
7628 5203 21
7628 926 28
7628 1164 23
7628 9387 28
7628 4353 26
7629 1584 12
7629 624 19
7629 2609 12
7629 9806 21
7629 378 25
7629 5478 11
7629 6184 18
7629 3486 12
7629 4088 12
7629 106 18
7630 1351 19
7630 6462 25
7630 6087 20
7630 3886 18
7630 3973 25
7630 367 19
7630 1408 25
7630 2210 18
7630 922 24
7630 1510 22
7630 9626 26
7631 2011 23
7631 1888 26
7631 1012 21
7631 4167 19
7631 5017 27
7631 8444 23
7631 2312 26
7631 3595 21
7631 7917 23
7632 6372 27
7632 2154 26
7632 3847 15
7632 1612 22
7632 2941 12
7632 4126 13
7632 8327 14
7632 3538 11
7633 6396 28
7633 6930 12
7633 2495 25
7633 1015 15
7633 5627 18
7633 6686 29
7633 9033 12
7633 4 11
7634 2816 29
7634 9886 12
7634 1004 22
7634 2509 16
7634 7352 28
7634 5227 26
7634 6630 17
7634 1081 21
7634 1302 16
7634 414 25
7634 9999 17
7634 330 15
7635 5453 21
7635 1092 15
7635 1031 16
7635 6373 20
7635 9685 26
7636 5384 13
7636 4363 27
7636 1716 20
7636 9455 22
7636 8377 20
7636 8819 12
7636 7257 24
7636 8933 15
7636 5380 24
7636 4917 25
7637 6159 19
7637 9620 21
7637 3334 19
7637 7647 27
7637 5948 25
7637 3099 19
7637 6208 29
7637 672 14
7638 9269 16
7638 4141 21
7638 5730 15
7638 3139 23
7638 871 25
7638 5935 27
7639 4932 14
7639 8000 25
7639 279 11
7639 5724 14
7639 1743 27
7639 3366 27
7639 1313 26
7639 1451 22
7639 7617 29
7639 1284 29
7640 8610 24
7640 2324 29
7640 540 22
7640 6715 26
7640 5811 11
7640 6117 29
7640 9393 13
7640 6058 20
7640 9496 15
7640 2123 15
7641 8193 22
7641 6974 21
7641 8832 22
7641 3132 22
7641 740 27
7641 6451 15
7641 3203 12
7641 5273 25
7641 4356 11
7641 9004 27
7641 4974 23
7641 2087 28
7641 7971 14
7641 3627 25
7642 4798 23
7642 8614 21
7642 2121 19
7642 2329 29
7642 9565 17
7642 1030 20
7642 7445 18
7642 9466 12
7642 2311 14
7642 7270 15
7642 6230 20
7642 7639 13
7642 2659 20
7643 6124 21
7643 1955 16
7643 990 26
7643 4906 14
7643 8108 11
7643 5042 19
7643 364 14
7643 9752 29
7643 9169 21
7643 9851 28
7644 616 25
7644 5305 28
7644 2974 17
7644 4003 25
7644 3898 26
7644 8996 27
7644 545 11
7644 7941 13
7644 5614 20
7644 3000 24
7644 3726 19
7644 4805 17
7644 6375 23
7644 5770 14
7644 2976 11
7644 4016 15
7644 4759 11
7645 8338 17
7645 6506 26
7645 6907 13
7645 6747 22
7645 6446 25
7645 4198 18
7645 7025 12
7645 1117 28
7645 8847 11
7646 9179 24
7646 7717 29
7646 3357 26
7646 9423 17
7646 5388 21
7646 1950 28
7646 6283 20
7646 7260 29
7646 9123 13
7646 7573 17
7646 3688 16
7646 6498 26
7646 8355 17
7647 9867 25
7647 6990 25
7647 4582 23
7647 8077 19
7647 2233 24
7647 6192 18
7647 8840 29
7647 4787 25
7647 7414 11
7647 8096 22
7647 705 24
7647 9992 29
7647 9034 26
7648 8968 29
7648 9101 13
7648 3171 24
7648 4362 20
7648 9961 20
7648 453 21
7648 4802 18
7648 2910 16
7649 1050 27
7649 2329 18
7649 619 15
7649 1569 14
7649 4970 26
7649 6197 25
7649 3664 18
7650 8374 29
7650 156 22
7650 357 18
7650 6449 19
7650 8700 13
7650 7797 12
7650 8809 27
7650 1323 13
7650 2200 29
7650 7932 21
7650 3150 23
7650 3628 29
7650 343 11
7651 4794 26
7651 8015 13
7651 7463 29
7651 7157 14
7651 9272 24
7651 1036 24
7651 989 19
7651 5710 23
7651 6940 12
7651 7605 19
7652 6594 14
7652 7819 11
7652 2179 23
7652 302 24
7652 9482 19
7653 7907 20
7653 8274 23
7653 4757 18
7653 500 13
7653 3301 21
7653 1778 24
7653 7682 11
7653 9446 16
7654 5370 12
7654 1127 16
7654 4329 13
7654 1469 18
7654 7800 23
7654 658 12
7654 9197 26
7654 9168 24
7654 4782 25
7654 1165 24
7654 4023 25
7654 475 11
7654 5084 21
7655 5956 15
7655 4535 20
7655 7194 13
7655 3084 17
7655 8457 28
7655 9886 29
7655 9697 18
7655 6703 15
7655 563 22
7655 4429 15
7655 3277 18
7656 1870 15
7656 8512 19
7656 4917 15
7656 1203 18
7656 985 19
7656 3021 18
7656 960 26
7656 9303 24
7657 5100 25
7657 9862 20
7657 7817 21
7657 2108 22
7657 8140 16
7657 2046 26
7657 7274 28
7657 5939 21
7658 2191 13
7658 7853 25
7658 1167 27
7658 7864 20
7658 7456 24
7658 5300 18
7658 7701 24
7658 5273 28
7658 2628 21
7659 9855 29
7659 3578 15
7659 6037 28
7659 4851 21
7659 9500 17
7659 1905 22
7659 8023 21
7659 5303 28
7660 9230 24
7660 6154 16
7660 6171 16
7660 5534 18
7660 1777 21
7660 7579 17
7660 8996 27
7660 3707 17
7660 6052 14
7660 4734 24
7660 3217 29
7661 6673 22
7661 34 16
7661 4383 21
7661 9606 21
7661 3144 28
7661 38 23
7661 5526 12
7661 7846 11
7661 6344 25
7661 4287 18
7661 3525 22
7661 6847 20
7661 101 13
7661 2521 14
7662 6495 23
7662 7132 16
7662 9708 16
7662 7855 24
7662 8530 27
7662 9288 13
7662 3525 19
7662 2196 22
7662 9524 27
7662 1395 17
7663 6873 14
7663 1300 19
7663 9213 13
7663 3784 26
7663 3858 17
7663 4929 11
7663 2151 16
7663 6146 29
7663 9573 17
7663 8239 26
7663 1083 16
7664 9084 28
7664 9549 17
7664 8765 20
7664 5238 15
7664 2655 20
7664 9448 17
7664 7852 27
7664 4093 24
7664 1329 11
7664 5016 16
7664 327 12
7665 4192 15
7665 4261 18
7665 2500 22
7665 4744 15
7665 9126 13
7665 9207 25
7665 6461 15
7665 5081 25
7666 2689 27
7666 3341 20
7666 6943 23
7666 6047 24
7666 4059 27
7666 2563 21
7666 9122 13
7666 8450 24
7666 9043 26
7666 8072 29
7666 9170 21
7666 6953 14
7667 7965 16
7667 6015 23
7667 2724 21
7667 2681 16
7667 9607 20
7667 7635 20
7667 714 15
7667 4483 12
7667 2116 11
7667 2274 29
7668 6410 17
7668 9289 22
7668 4614 11
7668 5565 16
7668 577 26
7668 9852 16
7668 2835 14
7669 3970 13
7669 323 14
7669 9201 15
7669 9083 13
7669 6302 12
7669 6525 14
7669 6451 11
7669 4688 27
7669 2251 27
7669 6186 27
7669 7304 23
7670 9946 20
7670 6916 17
7670 9459 25
7670 1833 24
7670 3179 22
7670 2439 11
7670 4811 11
7670 4513 17
7670 3675 25
7670 4309 15
7670 8789 29
7670 5104 18
7670 3863 13
7671 6634 24
7671 2333 12
7671 6084 24
7671 2565 12
7671 9940 17
7671 9644 14
7671 486 28
7671 2036 27
7671 9690 16
7671 3132 18
7672 4725 16
7672 9035 13
7672 9210 21
7672 9194 29
7672 3564 12
7672 3865 19
7672 6855 17
7673 2198 23
7673 2696 12
7673 1705 12
7673 8462 15
7673 3820 19
7673 7060 20
7673 1590 27
7673 7293 18
7674 4185 18
7674 8879 13
7674 6680 17
7674 9019 18
7674 5599 11
7674 6201 19
7674 8683 23
7674 9591 21
7674 4130 20
7674 3640 11
7674 9609 24
7674 5844 25
7675 515 29
7675 2463 11
7675 4448 13
7675 6799 19
7675 263 26
7675 1471 27
7675 8768 13
7675 5587 21
7675 3191 29
7676 9283 18
7676 599 14
7676 8530 29
7676 2266 11
7676 8974 19
7676 3800 11
7676 4160 13
7676 5795 20
7676 9967 13
7676 8586 18
7676 6620 26
7677 1770 26
7677 739 20
7677 7809 20
7677 8801 28
7677 3634 12
7677 1579 18
7677 8968 11
7677 7478 25
7677 2294 16
7677 3640 27
7677 2588 13
7677 8221 14
7678 9066 19
7678 9554 28
7678 7130 12
7678 2760 14
7678 7222 13
7678 7802 15
7679 7268 15
7679 8174 14
7679 3983 19
7679 1134 23
7679 9514 26
7679 5999 23
7680 5649 23
7680 6749 24
7680 4367 26
7680 8164 25
7680 385 27
7680 90 21
7680 4876 15
7680 1270 23
7680 721 26
7681 3060 21
7681 7990 13
7681 7409 18
7681 3278 20
7681 8324 23
7681 6707 15
7681 5233 26
7681 1590 28
7682 1308 16
7682 6498 15
7682 3671 13
7682 1237 13
7682 7441 22
7682 9367 16
7682 1303 23
7682 3721 20
7682 9763 14
7682 8754 14
7682 4306 25
7682 2151 15
7682 9050 25
7683 7836 23
7683 7168 21
7683 9355 28
7683 3446 29
7683 7470 18
7683 2026 24
7683 6933 20
7683 8396 18
7683 9843 29
7683 9278 25
7683 8063 15
7684 4341 16
7684 9395 29
7684 7706 27
7684 2617 15
7684 7272 20
7684 1178 26
7684 4048 18
7684 1110 24
7684 4 12
7684 356 15
7685 5053 13
7685 8451 15
7685 4709 11
7685 7182 15
7685 5610 14
7685 7690 29
7686 6037 22
7686 5721 15
7686 9059 20
7686 2876 21
7686 6842 29
7686 3909 22
7686 1578 15
7686 689 29
7686 4319 13
7687 983 17
7687 7290 18
7687 602 25
7687 6461 15
7687 4040 22
7687 6314 19
7688 453 20
7688 1259 20
7688 9822 28
7688 8921 24
7688 3129 29
7688 5148 24
7688 3219 18
7688 4449 17
7689 4414 21
7689 1732 25
7689 5237 25
7689 7586 11
7689 5366 15
7689 1748 28
7689 4863 15
7690 4626 12
7690 7523 26
7690 9156 27
7690 4040 29
7690 7705 15
7690 8766 18
7690 4373 17
7690 2775 13
7690 8111 12
7690 7953 17
7690 3172 23
7690 2675 18
7690 9894 21
7690 7451 26
7690 5444 16
7691 9400 11
7691 8990 15
7691 7584 22
7691 9300 14
7691 8713 23
7691 6638 28
7691 9463 15
7691 3969 29
7691 6136 17
7692 3382 27
7692 1195 19
7692 1245 18
7692 5614 26
7692 2578 29
7692 5572 26
7692 901 15
7692 6603 18
7692 9046 19
7692 7380 21
7692 7685 12
7692 9044 12
7692 6083 22
7692 2148 20
7692 7907 16
7693 7705 29
7693 8832 28
7693 2343 29
7693 3800 27
7693 7394 21
7693 7060 17
7693 5137 24
7693 1271 12
7694 8523 21
7694 3176 24
7694 8967 29
7694 8995 14
7694 7142 13
7694 6491 28
7694 9402 27
7694 4629 22
7694 1377 28
7694 2041 13
7694 49 24
7694 3475 15
7694 1755 26
7695 4253 17
7695 8366 16
7695 190 15
7695 2051 26
7695 9571 24
7696 1606 16
7696 5285 12
7696 7025 15
7696 9368 21
7696 1938 17
7696 4083 18
7696 272 21
7696 5987 26
7696 475 19
7696 3771 20
7696 5532 12
7696 3896 11
7697 1955 24
7697 1108 12
7697 9697 18
7697 1878 11
7697 7031 25
7697 1326 15
7698 2424 28
7698 6979 29
7698 3778 15
7698 5368 13
7698 2963 18
7698 8903 17
7698 7317 16
7698 713 20
7698 9063 22
7698 4099 14
7698 7001 22
7698 6710 29
7699 5070 11
7699 5308 11
7699 6461 18
7699 2849 15
7699 8484 17
7699 8438 24
7699 6205 25
7699 4814 25
7699 2047 13
7699 2344 19
7699 3031 11
7699 4508 26
7699 2978 17
7699 2727 11
7699 995 19
7699 9122 25
7700 1863 26
7700 515 26
7700 6757 13
7700 2066 25
7700 3848 20
7700 662 28
7700 1893 12
7700 7999 16
7700 9105 23
7701 5103 20
7701 7460 17
7701 341 13
7701 8793 24
7701 3687 24
7701 2325 11
7701 2294 28
7701 1444 13
7701 2682 13
7701 3374 11
7701 9736 24
7701 6611 14
7701 2472 12
7702 4720 17
7702 8774 11
7702 971 27
7702 1510 29
7702 9481 18
7702 2021 14
7702 8049 12
7702 7271 27
7702 7560 26
7702 7955 15
7702 1457 27
7703 1567 20
7703 73 19
7703 4627 25
7703 5968 17
7703 5756 17
7703 9296 19
7704 838 16
7704 8322 22
7704 7379 12
7704 4581 25
7704 7204 21
7704 4830 29
7704 1240 17
7704 2953 17
7704 4378 26
7705 5151 21
7705 880 19
7705 2493 12
7705 484 16
7705 4743 22
7705 685 12
7705 6178 21
7705 7058 13
7705 1452 26
7705 9024 18
7705 526 23
7705 8839 15
7706 1835 13
7706 7390 23
7706 4166 29
7706 4652 27
7706 3862 20
7706 9556 20
7706 8368 14
7706 7498 21
7706 7979 14
7706 7806 18
7707 9980 26
7707 3179 17
7707 2252 14
7707 2871 17
7707 432 18
7707 5585 13
7707 1833 28
7707 6420 12
7707 2872 13
7707 5719 17
7707 1252 28
7707 7656 28
7708 1890 29
7708 2612 25
7708 9022 25
7708 4624 24
7708 5200 12
7708 5320 29
7708 5395 21
7708 3771 26
7708 8203 19
7708 6967 16
7709 9933 27
7709 4583 19
7709 7416 12
7709 4145 26
7709 9758 13
7709 8562 26
7709 738 13
7710 4257 25
7710 6617 27
7710 9072 27
7710 3329 13
7710 671 17
7710 3373 27
7710 9358 11
7710 1513 22
7710 1899 23
7710 2434 14
7710 8311 17
7710 8473 29
7710 1092 20
7710 2690 16
7710 7224 26
7710 6250 23
7710 6652 14
7710 1527 11
7710 6683 29
7710 4979 17
7710 3656 27
7710 5031 29
7710 7301 11
7711 5360 21
7711 1413 11
7711 5904 25
7711 9007 12
7711 8188 29
7711 3716 29
7711 8861 26
7711 6989 15
7711 8093 21
7711 8732 15
7711 6449 16
7712 5093 141
7712 6740 153
7712 2064 127
7712 8197 139
7712 4808 154
7712 2659 132
7712 2364 177
7712 6596 179
7712 3199 134
7712 7073 163
7712 4350 134
7712 7971 122
7713 1860 29
7713 8756 28
7713 5627 14
7713 4463 18
7713 1064 16
7713 9356 19
7713 8091 20
7714 5047 12
7714 3458 20
7714 4060 15
7714 755 17
7714 7182 19
7714 2764 19
7714 89 23
7714 1998 11
7714 4119 18
7714 7692 24
7715 1579 20
7715 5061 15
7715 7272 24
7715 6350 28
7715 6425 12
7715 3758 14
7715 6804 24
7715 821 27
7715 6434 28
7716 1560 18
7716 4932 15
7716 8472 11
7716 9867 29
7716 7329 13
7716 9308 29
7716 2018 13
